143000,QD,01.11.1980,2.623770491803278
143000,QD,01.01.1981,4.398219178082194
143000,QD,01.01.1982,3.217917808219177
143000,QD,01.01.1983,2.1945479452054815
143000,QD,01.01.1984,1.86204918032787
143000,QD,01.01.1985,2.029945205479452
143000,QD,01.01.1986,2.8019726027397254
143000,QD,01.01.1987,3.40180821917808
143000,QD,01.01.1988,3.404808743169397
143000,QD,01.01.1989,2.376109589041095
143000,QD,01.01.1990,2.02221917808219
143000,QD,01.01.1991,2.0016109589041102
143000,QD,01.01.1992,1.7770683060109294
143000,QD,01.01.1993,2.362621917808218
143000,QD,01.01.1994,1.9563369863013726
143000,QD,01.01.1995,4.135835616438353
143000,QD,01.01.1996,3.9343715846994516
143000,QD,01.01.1997,2.8833095890410956
143000,QD,01.01.1998,1.9623506849315058
143000,QD,01.01.1999,2.1361150684931496
143000,QD,01.01.2000,2.249592896174866
143000,QD,01.01.2001,1.7185589041095894
143000,QD,01.01.2002,6.6608465753424655
143000,QD,01.01.2003,2.1007835616438357
143000,QD,01.01.2004,3.1359344262295106
143000,QD,01.01.2005,3.2911698630136956
143000,QD,01.01.2006,3.513857534246576
143000,QD,01.01.2007,2.8863150684931496
143000,QD,01.01.2008,2.1757267759562833
143000,QD,01.01.2009,4.312945205479454
143000,QD,01.01.2010,2.9212821917808207
143000,QD,01.01.2011,1.8330876712328774
143000,QD,01.01.2012,2.278295081967214
143000,QD,01.01.2013,4.061224657534245
143000,QD,01.01.2014,2.0894958904109586
143000,QD,01.01.2015,1.4575780821917814
143000,QD,01.01.2016,1.8532923497267755
143000,QD,01.01.2017,1.8486438356164383
143000,QD,01.01.2018,1.6949095890410961
143000,QD,01.01.2019,2.055394520547948
143000,QD,01.01.2020,1.6175437158469939
143000,QD,01.01.2021,2.7354356164383553
