138000,QD,01.11.1980,   6.6000
138000,QD,02.11.1980,   6.6000
138000,QD,03.11.1980,   6.6000
138000,QD,04.11.1980,   6.6000
138000,QD,05.11.1980,   6.6000
138000,QD,06.11.1980,   6.6000
138000,QD,07.11.1980,   6.6000
138000,QD,08.11.1980,   6.6000
138000,QD,09.11.1980,   6.6000
138000,QD,10.11.1980,   6.6000
138000,QD,11.11.1980,   6.3000
138000,QD,12.11.1980,   6.3000
138000,QD,13.11.1980,   6.3000
138000,QD,14.11.1980,   6.3000
138000,QD,15.11.1980,   6.3000
138000,QD,16.11.1980,  34.7000
138000,QD,17.11.1980,  32.4000
138000,QD,18.11.1980,  16.5000
138000,QD,19.11.1980,  18.1000
138000,QD,20.11.1980,  10.9000
138000,QD,21.11.1980,  10.1000
138000,QD,22.11.1980,   8.9000
138000,QD,23.11.1980,   8.4500
138000,QD,24.11.1980,   8.1500
138000,QD,25.11.1980,   7.7000
138000,QD,26.11.1980,   7.3200
138000,QD,27.11.1980,   7.3200
138000,QD,28.11.1980,   7.3200
138000,QD,29.11.1980,   7.0000
138000,QD,30.11.1980,   7.0000
138000,QD,01.12.1980,   7.0000
138000,QD,02.12.1980,   6.6000
138000,QD,03.12.1980,   6.6000
138000,QD,04.12.1980,   6.6000
138000,QD,05.12.1980,   6.6000
138000,QD,06.12.1980,   6.6000
138000,QD,07.12.1980,   6.6000
138000,QD,08.12.1980,   6.6000
138000,QD,09.12.1980,   6.6000
138000,QD,10.12.1980,   6.6000
138000,QD,11.12.1980,   7.3200
138000,QD,12.12.1980,   7.7000
138000,QD,13.12.1980,   7.7000
138000,QD,14.12.1980,   9.6500
138000,QD,15.12.1980,  36.2000
138000,QD,16.12.1980,  21.9000
138000,QD,17.12.1980,  12.7000
138000,QD,18.12.1980,   9.6500
138000,QD,19.12.1980,   8.9000
138000,QD,20.12.1980,   8.4500
138000,QD,21.12.1980,   8.1500
138000,QD,22.12.1980,   8.1500
138000,QD,23.12.1980,   8.1500
138000,QD,24.12.1980,  12.2000
138000,QD,25.12.1980,  14.4000
138000,QD,26.12.1980,  13.7000
138000,QD,27.12.1980,  10.9000
138000,QD,28.12.1980,   9.2500
138000,QD,29.12.1980,   7.7000
138000,QD,30.12.1980,   8.1500
138000,QD,31.12.1980,   8.4500
138000,QD,01.01.1981,   8.4500
138000,QD,02.01.1981,   8.1500
138000,QD,03.01.1981,   8.9000
138000,QD,04.01.1981,  11.8000
138000,QD,05.01.1981,  10.1000
138000,QD,06.01.1981,   9.6500
138000,QD,07.01.1981,   8.9000
138000,QD,08.01.1981,   8.1500
138000,QD,09.01.1981,   8.1500
138000,QD,10.01.1981,   8.1500
138000,QD,11.01.1981,   8.1500
138000,QD,12.01.1981,   8.1500
138000,QD,13.01.1981,   8.1500
138000,QD,14.01.1981,   7.7000
138000,QD,15.01.1981,   7.7000
138000,QD,16.01.1981,   7.7000
138000,QD,17.01.1981,   7.7000
138000,QD,18.01.1981,   7.7000
138000,QD,19.01.1981,   7.7000
138000,QD,20.01.1981,   7.7000
138000,QD,21.01.1981,   7.7000
138000,QD,22.01.1981,   7.7000
138000,QD,23.01.1981,   7.3200
138000,QD,24.01.1981,   7.0000
138000,QD,25.01.1981,   8.4500
138000,QD,26.01.1981,   8.4500
138000,QD,27.01.1981,   8.1500
138000,QD,28.01.1981,   7.7000
138000,QD,29.01.1981,   7.3200
138000,QD,30.01.1981,   7.3200
138000,QD,31.01.1981,   7.7000
138000,QD,01.02.1981,   7.7000
138000,QD,02.02.1981,   8.1500
138000,QD,03.02.1981,   8.4500
138000,QD,04.02.1981,  10.4000
138000,QD,05.02.1981,  11.3000
138000,QD,06.02.1981,   9.2500
138000,QD,07.02.1981,  11.8000
138000,QD,08.02.1981,  36.2000
138000,QD,09.02.1981,  32.4000
138000,QD,10.02.1981,  17.4000
138000,QD,11.02.1981,  12.7000
138000,QD,12.02.1981,  10.4000
138000,QD,13.02.1981,  10.1000
138000,QD,14.02.1981,   9.6500
138000,QD,15.02.1981,   8.9000
138000,QD,16.02.1981,   8.1500
138000,QD,17.02.1981,   7.7000
138000,QD,18.02.1981,   7.7000
138000,QD,19.02.1981,   7.3200
138000,QD,20.02.1981,   7.3200
138000,QD,21.02.1981,   7.0000
138000,QD,22.02.1981,   7.0000
138000,QD,23.02.1981,   7.0000
138000,QD,24.02.1981,   6.6000
138000,QD,25.02.1981,   6.6000
138000,QD,26.02.1981,   6.3000
138000,QD,27.02.1981,   6.3000
138000,QD,28.02.1981,   7.0000
138000,QD,01.03.1981,   7.3200
138000,QD,02.03.1981,   7.3200
138000,QD,03.03.1981,   7.3200
138000,QD,04.03.1981,   7.0000
138000,QD,05.03.1981,   6.6000
138000,QD,06.03.1981,   6.6000
138000,QD,07.03.1981,   7.3200
138000,QD,08.03.1981,   9.6500
138000,QD,09.03.1981,  20.0000
138000,QD,10.03.1981,  53.9000
138000,QD,11.03.1981,  85.3000
138000,QD,12.03.1981, 110.0000
138000,QD,13.03.1981,  57.5000
138000,QD,14.03.1981,  36.2000
138000,QD,15.03.1981,  26.9000
138000,QD,16.03.1981,  21.9000
138000,QD,17.03.1981,  18.1000
138000,QD,18.03.1981,  17.4000
138000,QD,19.03.1981,  14.4000
138000,QD,20.03.1981,  13.7000
138000,QD,21.03.1981,  12.7000
138000,QD,22.03.1981,  12.7000
138000,QD,23.03.1981,  14.4000
138000,QD,24.03.1981,  29.3000
138000,QD,25.03.1981,  35.5000
138000,QD,26.03.1981,  34.0000
138000,QD,27.03.1981,  38.6000
138000,QD,28.03.1981,  27.7000
138000,QD,29.03.1981,  24.7000
138000,QD,30.03.1981,  23.3000
138000,QD,31.03.1981,  24.0000
138000,QD,01.04.1981,  26.1000
138000,QD,02.04.1981,  29.3000
138000,QD,03.04.1981,  27.7000
138000,QD,04.04.1981,  23.3000
138000,QD,05.04.1981,  20.6000
138000,QD,06.04.1981,  19.4000
138000,QD,07.04.1981,  19.4000
138000,QD,08.04.1981,  19.4000
138000,QD,09.04.1981,  22.6000
138000,QD,10.04.1981,  20.6000
138000,QD,11.04.1981,  18.1000
138000,QD,12.04.1981,  17.4000
138000,QD,13.04.1981,  17.0000
138000,QD,14.04.1981,  18.1000
138000,QD,15.04.1981,  19.4000
138000,QD,16.04.1981,  15.9000
138000,QD,17.04.1981,  14.4000
138000,QD,18.04.1981,  13.2000
138000,QD,19.04.1981,  11.8000
138000,QD,20.04.1981,  11.3000
138000,QD,21.04.1981,  10.9000
138000,QD,22.04.1981,  10.9000
138000,QD,23.04.1981,  10.4000
138000,QD,24.04.1981,   9.6500
138000,QD,25.04.1981,   9.2500
138000,QD,26.04.1981,   9.2500
138000,QD,27.04.1981,  10.4000
138000,QD,28.04.1981,  10.4000
138000,QD,29.04.1981,   9.6500
138000,QD,30.04.1981,   9.2500
138000,QD,01.05.1981,  36.2000
138000,QD,02.05.1981,  24.7000
138000,QD,03.05.1981,  13.2000
138000,QD,04.05.1981,  11.3000
138000,QD,05.05.1981,  10.9000
138000,QD,06.05.1981,  10.4000
138000,QD,07.05.1981,  10.4000
138000,QD,08.05.1981,  10.9000
138000,QD,09.05.1981,  11.3000
138000,QD,10.05.1981,  12.2000
138000,QD,11.05.1981,  13.2000
138000,QD,12.05.1981,  12.7000
138000,QD,13.05.1981,  12.2000
138000,QD,14.05.1981,  11.3000
138000,QD,15.05.1981,  12.2000
138000,QD,16.05.1981,  14.4000
138000,QD,17.05.1981,  10.9000
138000,QD,18.05.1981,  10.4000
138000,QD,19.05.1981,   9.2500
138000,QD,20.05.1981,   8.9000
138000,QD,21.05.1981,   8.4500
138000,QD,22.05.1981,   8.1500
138000,QD,23.05.1981,  21.9000
138000,QD,24.05.1981,  15.9000
138000,QD,25.05.1981,  11.3000
138000,QD,26.05.1981,   9.6500
138000,QD,27.05.1981,   9.2500
138000,QD,28.05.1981,   8.9000
